listing_id,neighborhood_id,latitude,longitude
9227850,4,43.66904,-79.41566
10115512,4,43.6743,-79.41003
9275807,4,43.66975,-79.40641
10209071,4,43.66656,-79.40611
9525813,4,43.67292,-79.40163
9590428,4,43.66669,-79.40552
9633662,4,43.66888,-79.39834
11686047,4,43.66903,-79.4184
11142185,4,43.67115,-79.41564
11981409,4,43.66843,-79.40854
12523798,4,43.67092,-79.38878
12891524,4,43.67397,-79.40102
12896632,4,43.67291,-79.40592
13397541,4,43.67312,-79.41169
13407243,4,43.66942,-79.40545
13476193,4,43.6694,-79.39911
13743342,4,43.668922,-79.419281
13787028,4,43.66674,-79.41066
13788645,4,43.67209,-79.39169
13920828,4,43.66733,-79.4168
13799890,4,43.67227,-79.38984
14229049,4,43.66765,-79.40719
14550649,4,43.67268,-79.40077
14572722,4,43.67406,-79.40735
14014861,4,43.67233,-79.38954
14077923,4,43.6709,-79.41539
14084357,4,43.67554,-79.40404
14091426,4,43.67174,-79.40021
14694318,4,43.67471,-79.40593
14469669,4,43.66819,-79.40911
14118576,4,43.67263,-79.41157
14743083,4,43.67104,-79.39329
15006810,4,43.67095,-79.39355
15081835,4,43.66933,-79.3941
15790385,4,43.67145,-79.39358
15302170,4,43.67215,-79.40109
16000929,4,43.67125,-79.39474
16039481,4,43.67098,-79.39399
16101911,4,43.67287,-79.4195
16111485,4,43.67624,-79.39379
16906073,4,43.67073,-79.40567
16195047,4,43.67286,-79.41936
16960691,4,43.67653,-79.39341
16491514,4,43.66897,-79.41179
17093701,4,43.6726,-79.41002
17123470,4,43.67393,-79.40267
17404932,4,43.67287,-79.39241
16732243,4,43.66789,-79.41024
16753867,4,43.668,-79.41344
17456253,4,43.67195,-79.41072
18312948,4,43.67626,-79.39833
17827344,4,43.66992,-79.41242
17855818,4,43.6685,-79.41236
17857409,4,43.6702,-79.3922
18024250,4,43.66509,-79.41268
18039503,4,43.67153,-79.38828
18097383,4,43.66923,-79.40453
18547495,4,43.67489,-79.3902
18749994,4,43.67191,-79.39753
18173998,4,43.66677,-79.40984
18804779,4,43.67242,-79.40335
18836917,4,43.67242,-79.41968
19030538,4,43.67129,-79.408
19409893,4,43.66731,-79.41017
19440396,4,43.67311,-79.41067
19465868,4,43.67139,-79.40426
19507898,4,43.67158,-79.40192
19531535,4,43.66547,-79.41057
19593508,4,43.6739941,-79.4056831
19760453,4,43.67059,-79.41894
19272648,4,43.67472,-79.40173
19798087,4,43.67743,-79.39582
19869520,4,43.66847,-79.4092
20437827,4,43.67273,-79.41225
20241871,4,43.6745796,-79.3887711
20692252,4,43.66506,-79.41651
20946402,4,43.67171,-79.41873
20946462,4,43.67171,-79.41873
20946493,4,43.67171,-79.41873
21225775,4,43.67757,-79.39534
21263950,4,43.67456,-79.40283
21264975,4,43.6675629,-79.4173149
21305354,4,43.6729,-79.41947
21562474,4,43.67078,-79.38825
22173426,4,43.66544,-79.41723
22175206,4,43.66735,-79.41654
21844955,4,43.66662,-79.40906
21607017,4,43.66673,-79.4051
22213668,4,43.67167,-79.4028
21648354,4,43.67859,-79.39232
21897352,4,43.67171,-79.39783
21975330,4,43.67102,-79.40744
22362467,4,43.66629,-79.41117
22050850,4,43.67246,-79.4071
22466259,4,43.6712,-79.40249
22862061,4,43.67119,-79.3937
23396191,4,43.66651,-79.40853
22691756,4,43.67691,-79.39137
23578751,4,43.67032,-79.39443
22729364,4,43.67107,-79.40469
24264904,4,43.66578,-79.41684
24269590,4,43.67641,-79.39216
23695781,4,43.67255,-79.38908
23709992,4,43.67448,-79.39081
24325086,4,43.66995,-79.39324
23988039,4,43.67094,-79.40598
24411312,4,43.66518,-79.41239
24799375,4,43.67278,-79.38791
24084277,4,43.66957,-79.40479
24099118,4,43.66925,-79.39365
24855747,4,43.67401,-79.40118
24524476,4,43.67207,-79.411
24894787,4,43.67032,-79.39443
24195973,4,43.66802,-79.40594
24230468,4,43.67298,-79.38841
25069708,4,43.66815,-79.41733
24995558,4,43.6697,-79.39345
25009285,4,43.67447,-79.40569
25266223,4,43.66601,-79.41686
26348407,4,43.67349,-79.40258
25937015,4,43.67227,-79.40551
25486124,4,43.67112,-79.3933
26102101,4,43.67148,-79.40934
25547961,4,43.67822,-79.39197
26746164,4,43.66984,-79.39316
26782481,4,43.6708454,-79.3931435
27875720,4,43.67026,-79.41895
27046977,4,43.67492,-79.39385
28988466,4,43.67097,-79.39328
29189174,4,43.67615,-79.40356
28369220,4,43.67097,-79.39339
28786598,4,43.66769,-79.40848
29408078,4,43.67245,-79.38876
29885142,4,43.67236,-79.40087
30229396,4,43.67685,-79.39864
29944433,4,43.67032,-79.39443
30344150,4,43.66931,-79.39326
29660419,4,43.67215,-79.40124
29707527,4,43.67106,-79.38745
30441819,4,43.67032,-79.39443
30469393,4,43.67293,-79.38888
30762389,4,43.67013,-79.40588
30552210,4,43.6705,-79.390567
30824229,4,43.67032,-79.39443
31595296,4,43.6672793,-79.4118558
30995978,4,43.67163,-79.38903
31595962,4,43.667279,-79.411856
31642254,4,43.6697348,-79.4131701
31132652,4,43.67137,-79.38871
31493227,4,43.6672793,-79.4118558
31841226,4,43.67153,-79.39399
32178797,4,43.66682,-79.40929
31987867,4,43.66941,-79.39339
31993184,4,43.6712506,-79.394207
32380820,4,43.67176,-79.42143
32455588,4,43.67007,-79.41207
32530437,4,43.67005,-79.41035
32931899,4,43.67147,-79.39479
33109854,4,43.66992,-79.38846
33467047,4,43.67523,-79.40822
33285762,4,43.67023,-79.40247
33662649,4,43.66645,-79.41441
34148974,4,43.67694,-79.39981
34676065,4,43.67574,-79.39815
34512941,4,43.6674,-79.41616
34536328,4,43.6653,-79.41825
35197377,4,43.67198,-79.4177
35283194,4,43.67095,-79.41962
35289076,4,43.6703348,-79.3943746
35351861,4,43.67132,-79.41775
35354780,4,43.67247,-79.41976
36392108,4,43.67188,-79.41587
35790593,4,43.66758,-79.41305
36112595,4,43.67144,-79.41808
36557033,4,43.67701,-79.39941
36212340,4,43.67115,-79.39287
36803655,4,43.67524,-79.39906
36281773,4,43.67068,-79.39332
36833394,4,43.67638,-79.40156
37167166,4,43.6775215,-79.3911356
37182775,4,43.66898,-79.40906
37609478,4,43.67054,-79.39403
37630870,4,43.66641,-79.41542
37463177,4,43.67189,-79.41186
37497710,4,43.67663,-79.39882
38318376,4,43.6719,-79.41141
38837568,4,43.6695,-79.39317
39087248,4,43.6707949,-79.410526
39395616,4,43.67004,-79.41854
39107952,4,43.67694,-79.39981
39523788,4,43.67081,-79.41629
39626975,4,43.66406,-79.4163
40026410,4,43.67019,-79.41736
39917720,4,43.66854,-79.41239
39928131,4,43.6712112,-79.3889726
40065367,4,43.67122,-79.39488
40089327,4,43.67499,-79.3928
40137868,4,43.67027,-79.39434
40735349,4,43.6684,-79.41297
40612032,4,43.66958,-79.39325
40825771,4,43.67507,-79.39456
40353162,4,43.6703938,-79.3943028
40661699,4,43.66919,-79.3934
40847785,4,43.66968,-79.39524
40865232,4,43.66978,-79.40815
41793454,4,43.6716,-79.3937
41213853,4,43.67465,-79.39396
41323176,4,43.67292,-79.41858
42600774,4,43.67362,-79.39813
42349628,4,43.67161,-79.38905
42376754,4,43.66977,-79.42037
42376874,4,43.6702,-79.41243
42471550,4,43.67147,-79.39385
43147441,4,43.67116,-79.38888
43161810,4,43.66952,-79.41945
43246447,4,43.67003,-79.39316
43308664,4,43.67007,-79.39337
43626479,4,43.67265,-79.39063
43740738,4,43.6714,-79.39491
43835651,4,43.67032,-79.39434
43848591,4,43.67032,-79.39434
43559049,4,43.66976,-79.3908
44623781,4,43.66981,-79.39973
45381461,4,43.667,-79.40932
44646058,4,43.66966,-79.39341
45162989,4,43.66943,-79.39399
45208497,4,43.66782,-79.40297
45222871,4,43.668,-79.40344
45504043,4,43.67126,-79.39516
45258737,4,43.67032,-79.3928
45714619,4,43.67092,-79.39404
45533089,4,43.67109,-79.3886
45543247,4,43.67,-79.39341
45327316,4,43.67067,-79.39398
45735621,4,43.67106,-79.39109
45609966,4,43.67222,-79.41728
45939547,4,43.66802,-79.40285
45654170,4,43.66865,-79.40358
46564746,4,43.671,-79.38764
46048239,4,43.67035,-79.39434
46062767,4,43.67108,-79.40787
45712503,4,43.66847,-79.40482
47050411,4,43.66843,-79.40421
47050744,4,43.67058,-79.40358
46122194,4,43.6703938,-79.3943028
46126431,4,43.6693493,-79.3942375
46682646,4,43.66974,-79.40058
47196239,4,43.67418,-79.39366
46225561,4,43.67078,-79.388
47350946,4,43.67132,-79.38742
47423366,4,43.67026,-79.39339
47424888,4,43.66514,-79.41306
47437741,4,43.66916,-79.39376
47027618,4,43.67392,-79.39537
47036885,4,43.67049,-79.40324
47883408,4,43.6721,-79.40511
47520061,4,43.66731,-79.41974
48081774,4,43.6646609,-79.417346
48716772,4,43.68,-79.39234
49075425,4,43.66642,-79.41942
49419736,4,43.6763922,-79.3933201
49959847,4,43.6751287,-79.3996206
49616717,4,43.67215,-79.41623
49716015,4,43.66923,-79.3939
50154156,4,43.67207,-79.41449
49834312,4,43.67047,-79.4057
50463568,4,43.67067,-79.39318
50282297,4,43.6682026,-79.4049925
50487279,4,43.67128,-79.39363
50587360,4,43.67115,-79.39356
50326822,4,43.67176,-79.41136
50994837,4,43.6739,-79.39277
50656073,4,43.66861,-79.40866
51288531,4,43.66849,-79.41943
51322461,4,43.6708,-79.39111
51122815,4,43.67151,-79.39391
51366292,4,43.66946,-79.39451
51704086,4,43.6745872,-79.3887558
52021498,4,43.67396,-79.39328
52023454,4,43.67317,-79.39352
51754850,4,43.6692,-79.39394
52348262,4,43.67561,-79.39785
52217137,4,43.67268,-79.38864
52597961,4,43.67387,-79.41103
52610026,4,43.67218,-79.41426
52531279,4,43.670077,-79.4142232
52863157,4,43.66638,-79.4192
52885563,4,43.67239,-79.39864
52896845,4,43.67552,-79.39192
53065839,4,43.67064,-79.40597
52675924,4,43.67145,-79.39351
52940629,4,43.67115,-79.38858
53111958,4,43.6713,-79.39452
52845270,4,43.6689,-79.39401
53545828,4,43.66942,-79.39343
53236834,4,43.67074,-79.39355
53239377,4,43.67295,-79.41089
53316349,4,43.666987,-79.4176163
53324579,4,43.66732,-79.41643
53274036,4,43.67198,-79.38931
53366160,4,43.66729,-79.419685
53617001,4,43.66789,-79.41346
53809376,4,43.6703949,-79.3943024
53833812,4,43.67281,-79.38856
53921812,4,43.67578,-79.39897
53928459,4,43.6681,-79.42016
53943351,4,43.67403,-79.40507
54342545,4,43.67256,-79.38828
522075319012894112,4,43.670395,-79.394302
554918269624228826,4,43.66949,-79.39345
54226990,4,43.6699089,-79.388507
54229844,4,43.66476,-79.41571
558040065294904410,4,43.67129,-79.38858
559506803183921749,4,43.67294,-79.3883
547676082670292860,4,43.67497,-79.40798
549292987801825119,4,43.67097,-79.3935
568324196062947867,4,43.67071,-79.41907
572402121033063508,4,43.66952,-79.39353
574512741419247439,4,43.67591,-79.3991
594340708145958662,4,43.67161,-79.40546
585556739925001529,4,43.6703938,-79.3943028
596573968509345946,4,43.66729,-79.419685
596619356655250476,4,43.66657,-79.41893
596642691718912693,4,43.66612,-79.4187
600019938400887204,4,43.67236,-79.40059
600262277570300571,4,43.66913,-79.42044
608840923450560155,4,43.66558,-79.40968
616516050000470270,4,43.67381,-79.41027
617218131953597919,4,43.66612,-79.4087
622366923627346121,4,43.66758,-79.40661
622389356705718967,4,43.67099,-79.38901
620402349495062171,4,43.6695306,-79.3936781
631756573857484189,4,43.67375,-79.40836
628873812195480943,4,43.669086,-79.39978
644306064465932592,4,43.6756,-79.40143
644975178681599376,4,43.66913,-79.39806
640342426137308568,4,43.67366,-79.41384
640537669515343933,4,43.67152,-79.38887
650684513560485213,4,43.67281,-79.39598
646370099222609535,4,43.66741,-79.41259
651361256921062371,4,43.670312,-79.394299
648522395926113259,4,43.67138,-79.39536
654242244830366582,4,43.67117,-79.39346
667298075032400284,4,43.67292,-79.38844
667376302726586805,4,43.66972,-79.40189
658758961288196837,4,43.6727118,-79.3886581
659205996452629860,4,43.6714404,-79.3952567
663928085831697525,4,43.67275,-79.38889
663979689423524521,4,43.6703938,-79.3943028
664319482147043527,4,43.66928,-79.40828
676274066047994181,4,43.670372,-79.3944014
673168117242306896,4,43.66791,-79.40641
673384388001345868,4,43.67441,-79.39205
674001507131690034,4,43.67093,-79.39513
678887645207242139,4,43.6703938,-79.3943028
684350297109041022,4,43.67053,-79.40027
689783067634441830,4,43.6683,-79.41919
690945221656215618,4,43.6663,-79.41883
690978030493379350,4,43.66795,-79.41876
690996196938788279,4,43.6679,-79.41901
691008566562024806,4,43.66701,-79.41859
691088825486835326,4,43.66777,-79.41987
696407278180533419,4,43.67092,-79.39519
700914479890558093,4,43.67243,-79.41118
707071788419575939,4,43.67208,-79.41409
712218707750269501,4,43.6749313,-79.403068
717569771624801611,4,43.6673068,-79.4062391
715943860459741774,4,43.67283,-79.40973
720029040904821457,4,43.66952,-79.39368
720030720161408618,4,43.67126,-79.39481
720031885545524348,4,43.6703938,-79.3943028
720032929586552178,4,43.6709,-79.39471
720034111646902008,4,43.6700173,-79.39316
720236845633510932,4,43.67132,-79.3934
716891251238641816,4,43.6724621,-79.3934793
717257546797601155,4,43.67209,-79.40621
717286134912986105,4,43.67224,-79.40653
724756674111010796,4,43.6697824,-79.3942951
726789578449490215,4,43.6693,-79.40579
721074381754978918,4,43.67406,-79.39807
721206169223341941,4,43.6675,-79.41863
726957859194016063,4,43.66826,-79.41996
729915121173256128,4,43.67566,-79.40055
731139833087557604,4,43.67265,-79.39
740139452266903547,4,43.66952,-79.39349
749825730402752764,4,43.669612,-79.3933179
752349310806660562,4,43.67118,-79.39528
753045617455529477,4,43.6742771,-79.406676
757119687385485102,4,43.67399,-79.40892
754977536077358816,4,43.67092,-79.40309
764534048911637525,4,43.67124,-79.39341
765268503962694028,4,43.67153,-79.39486
761789190776238699,4,43.6703689,-79.3933
762692324355271145,4,43.67131,-79.3932
767475651889451224,4,43.6693,-79.39358
763060769927408234,4,43.67139,-79.39476
768141977354174748,4,43.67069,-79.38708
768298912297242570,4,43.66926,-79.39352
771633308407367926,4,43.66537,-79.41748
772508275981230300,4,43.671252,-79.4011205
772557217583697393,4,43.67159,-79.39368
769564218478237331,4,43.6727351,-79.402384
772769859398854457,4,43.66661,-79.41753
769771280805539035,4,43.6733595,-79.4126515
770196924653748121,4,43.67645,-79.39059
776904532796679499,4,43.6736497,-79.4025036
770516432227992142,4,43.67077,-79.41527
786049781456348558,4,43.6670679,-79.4131163
786180115924739955,4,43.6674747,-79.4069777
786979531769215897,4,43.6715285,-79.3954823
787756337950521818,4,43.6712784,-79.3952192
782662889580057794,4,43.67083,-79.38714
796174099422100379,4,43.6713515,-79.3940557
792155666677136836,4,43.6715299,-79.394596
792193945037028319,4,43.6709522,-79.3932311
796338283905544714,4,43.6712299,-79.3873689
796339014519996625,4,43.67389,-79.39314
796421358769809839,4,43.6732718,-79.3898897
796962083420356333,4,43.6726178,-79.388963
797279781810303166,4,43.6706449,-79.4062089
798490732188652132,4,43.6706657,-79.3966865
801308925302615862,4,43.6724471,-79.3978827
799259518914549540,4,43.6719,-79.38866
801609187578650087,4,43.6711791,-79.3949368
805529526371906761,4,43.6703938,-79.3943028
805817133021992784,4,43.6699159,-79.4092751
810727744836597485,4,43.6703148,-79.3943405
806526897916996067,4,43.6697824,-79.3942951
813074460257249048,4,43.6701106,-79.4064441
811601078279645244,4,43.66967,-79.3936
807324526598658162,4,43.6773532,-79.395966
816671922862773792,4,43.671598,-79.4163135
816685563924575356,4,43.6703938,-79.3943028
818801200859058298,4,43.669811,-79.394272
819818235659863177,4,43.6715656,-79.3950116
821884636537795794,4,43.6707107,-79.4131431
817457665869926432,4,43.67058,-79.3942921
817467325277234619,4,43.6703949,-79.3943024
817503367889125238,4,43.6697998,-79.3943024
823153975320027904,4,43.6703938,-79.3943028
831286610927583104,4,43.666642,-79.4167304
824110137647220952,4,43.6705526,-79.3946898
831449059659669760,4,43.6746002,-79.4108567
833256525863822542,4,43.66904,-79.39358
830469073733610671,4,43.6702089,-79.3933737
833431091839040200,4,43.6720014,-79.3879279
837746153441716627,4,43.6663309,-79.4073506
837747337441227068,4,43.6667137,-79.4060617
837791474381140468,4,43.6669112,-79.4081401
837799473291256751,4,43.6685223,-79.4059303
835611705386697407,4,43.6701048,-79.3937765
841224506465867055,4,43.6748081,-79.3996562
841351716964889464,4,43.6711354,-79.4058671
847309153939049305,4,43.6700563,-79.3932808
852177838828032255,4,43.6703938,-79.3943028
854357112556225402,4,43.6711368,-79.4053528
855050565811847690,4,43.6697691,-79.3937385
855063852649986782,4,43.6711928,-79.3937887
855070390769062442,4,43.6690866,-79.3997824
855109429553799488,4,43.670883,-79.3938905
855122730326986035,4,43.6690885,-79.3931422
856660330573665605,4,43.6694114,-79.3936142
856746885247243425,4,43.6694032,-79.3923971
856750155691106927,4,43.6692321,-79.3923408
856826270545850804,4,43.6691165,-79.3932061
858805069361000126,4,43.6711368,-79.4053528
861490515995852671,4,43.6703938,-79.3943028
860992690297523389,4,43.6676577,-79.4188522
861726797487451229,4,43.6716254,-79.3877935
863371481583283495,4,43.6693453,-79.394468
867506511852173332,4,43.6706966,-79.394711
867548534779471073,4,43.6698194,-79.4035016
865126725250120928,4,43.6697824,-79.3942951
869501989622911074,4,43.673659,-79.4084172
869719781095837651,4,43.67236,-79.38843
871069476624799299,4,43.67063,-79.39339
871956940100787911,4,43.673602,-79.4084198
871682480154357755,4,43.6712829,-79.3948581
872617896885016820,4,43.6697824,-79.3942951
871753707519087816,4,43.669341,-79.394022
874616024993940383,4,43.6711344,-79.3952009
874816897605324935,4,43.6718295,-79.3927751
873105183058033336,4,43.6664731,-79.4180963
873161972246351140,4,43.6645285,-79.4185251
876115749217784678,4,43.6700504,-79.4064737
876214832863456714,4,43.6683195,-79.4195838
877796850618123026,4,43.6706883,-79.3944742
877826744416722870,4,43.6706224,-79.3945876
878873320836770686,4,43.6700936,-79.4129773
879792141631231509,4,43.6728102,-79.3952555
881119412320011622,4,43.6714034,-79.391118
883359751119894653,4,43.6703938,-79.3943028
884705940789295490,4,43.6718334,-79.4009268
884116448671124366,4,43.6764268,-79.3974699
885097884555457911,4,43.6703938,-79.3943028
885418227563979850,4,43.6737153,-79.4008746
885992468006895094,4,43.6706344,-79.3932873
889914273054479700,4,43.6692901,-79.3938826
889612269337009434,4,43.6693119,-79.3932866
889632085019516555,4,43.6712915,-79.393661
888493258329841310,4,43.6747281,-79.4068388
889880492947000165,4,43.6716254,-79.3877935
892107178113922208,4,43.66978,-79.3943
893515908791051856,4,43.6702075,-79.3943886
892853472738851423,4,43.6699372,-79.3934315
893394980813923757,4,43.67089,-79.39349
893649962220938773,4,43.67105,-79.39374
894248768728988225,4,43.6711,-79.39963
895791310263803209,4,43.6703938,-79.3943028
895954564652924972,4,43.6747297,-79.3994801
897288903772856319,4,43.66948,-79.39342
898796660797755441,4,43.673892,-79.4125232
899178850943497038,4,43.6708071,-79.3930798
900009185978383623,4,43.67144,-79.39485
902052366224731337,4,43.67058,-79.41709
902725104438161784,4,43.6666409,-79.4167308
902950797746623557,4,43.6655945,-79.416008
904519882080808136,4,43.6710192,-79.4120317
903447449861205241,4,43.6654142,-79.4114553
903544047088861308,4,43.673465,-79.4026261
903556436319209847,4,43.67334,-79.40283
904971850257236085,4,43.6688206,-79.403894
8568412,5,43.73302,-79.34892
9146137,5,43.72991,-79.33595
12932366,5,43.74501,-79.34173
13640412,5,43.73082,-79.33274
13026457,5,43.72991,-79.33735
